lat,lon,r1h
23.899999618530273,123.75,13.455414
23.899999618530273,123.875,16.739822
23.899999618530273,124.0,20.470764
23.899999618530273,124.125,26.440155
23.899999618530273,124.25,33.22914
23.899999618530273,124.375,40.697052
23.899999618530273,124.5,50.51355
23.899999618530273,124.625,53.418762
23.899999618530273,124.75,48.085434
23.899999618530273,124.875,45.37596
23.899999618530273,125.0,43.07013
23.899999618530273,125.125,35.632828
23.899999618530273,125.25,33.816345
23.899999618530273,125.375,34.20163
23.899999618530273,125.5,36.164948
23.899999618530273,125.625,38.923355
23.899999618530273,125.75,42.219986
23.899999618530273,125.875,44.43402
23.899999618530273,126.0,47.027313
23.899999618530273,126.125,48.672592
23.899999618530273,126.25,49.91417
23.899999618530273,126.375,50.788803
23.899999618530273,126.5,51.308655
23.899999618530273,126.625,51.063995
23.899999618530273,126.75,51.16797
23.899999618530273,126.875,52.648163
23.899999618530273,127.0,51.47992
23.899999618530273,127.125,49.51053
23.899999618530273,127.25,46.116013
23.899999618530273,127.375,40.721527
23.899999618530273,127.5,34.37903
23.899999618530273,127.625,28.97229
23.899999618530273,127.75,24.397324
23.899999618530273,127.875,20.10376
23.899999618530273,128.0,19.07016
23.899999618530273,128.125,16.843842
23.899999618530273,128.25,14.990631
23.899999618530273,128.375,14.470779
23.899999618530273,128.5,14.574722
23.899999618530273,128.625,16.323944
23.899999618530273,128.75,18.88057
23.899999618530273,128.875,20.746002
23.899999618530273,129.0,20.336212
23.899999618530273,129.125,19.167984
23.899999618530273,129.25,17.284195
23.899999618530273,129.375,15.62059
23.899999618530273,129.5,13.088516
23.899999618530273,129.625,11.216949
23.899999618530273,129.75,9.7612915
23.899999618530273,129.875,8.482986
23.899999618530273,130.0,7.3392487
23.899999618530273,130.125,6.6848297
23.899999618530273,130.25,6.201645
23.899999618530273,130.375,5.895859
23.899999618530273,130.5,5.5227356
23.899999618530273,130.625,5.3943024
23.899999618530273,130.75,5.0946198
23.899999618530273,130.875,4.8560944
23.899999618530273,131.0,4.672577
23.899999618530273,131.125,4.5441284
23.899999618530273,131.25,4.39122
23.899999618530273,131.375,4.2750244
23.899999618530273,131.5,4.2077637
23.899999618530273,131.625,3.9937134
23.899999618530273,131.75,3.9080505
23.899999618530273,131.875,3.6695557
23.899999618530273,132.0,3.47995
23.899999618530273,132.125,3.3087158
23.899999618530273,132.25,3.100708
23.899999618530273,132.375,2.9233398
23.899999618530273,132.5,2.7887878
23.899999618530273,132.625,2.8071442
23.899999618530273,132.75,2.752121
23.899999618530273,132.875,2.6970673
23.899999618530273,133.0,2.6725922
23.899999618530273,133.125,2.5319214
23.899999618530273,133.25,2.476883
23.899999618530273,133.375,2.421814
23.899999618530273,133.5,2.348404
23.899999618530273,133.625,2.2750397
23.899999618530273,133.75,2.2322235
23.899999618530273,133.875,2.140503
23.899999618530273,134.0,2.0426483
23.899999618530273,134.125,1.9570007
23.899999618530273,134.25,1.7673798
23.899999618530273,134.375,1.5777893
23.899999618530273,134.5,1.4676971
23.899999618530273,134.625,1.351471
23.899999618530273,134.75,1.2291565
23.899999618530273,134.875,1.2230225
23.899999618530273,135.0,1.1802216
23.899999618530273,135.125,1.0334473
23.899999618530273,135.25,0.96003723
23.899999618530273,135.375,0.8377228
23.899999618530273,135.5,0.75205994
23.899999618530273,135.625,0.7214508
23.899999618530273,135.75,0.8009949
23.899999618530273,135.875,1.0027771
23.899999618530273,136.0,1.155716
23.899999618530273,136.125,1.1679382
23.899999618530273,136.25,1.0272827
23.899999618530273,136.375,0.92944336
23.899999618530273,136.5,0.8009949
23.899999618530273,136.625,0.74591064
23.899999618530273,136.75,0.7459259
23.899999618530273,136.875,0.79486084
23.899999618530273,137.0,0.77648926
23.899999618530273,137.125,0.7337036
23.899999618530273,137.25,0.63583374
23.899999618530273,137.375,0.5440979
23.899999618530273,137.5,0.50737
23.899999618530273,137.625,0.5196228
23.899999618530273,137.75,0.60523987
23.899999618530273,137.875,0.75201416
23.899999618530273,138.0,0.8621063
23.899999618530273,138.125,0.8865814
23.899999618530273,138.25,0.7948456
23.899999618530273,138.375,0.6358185
23.899999618530273,138.5,0.3789215
23.899999618530273,138.625,0.2688141
23.899999618530273,138.75,0.22601318
23.899999618530273,138.875,0.19543457
23.899999618530273,139.0,0.15872192
23.899999618530273,139.125,0.15260315
23.899999618530273,139.25,0.1648407
23.899999618530273,139.375,0.18319702
23.899999618530273,139.5,0.1893158
23.899999618530273,139.625,0.17707825
23.899999618530273,139.75,0.15260315
23.899999618530273,139.875,0.14648438
23.899999618530273,140.0,0.15872192
23.899999618530273,140.125,0.17095947
23.899999618530273,140.25,0.14648438
23.899999618530273,140.375,0.14648438
23.899999618530273,140.5,0.14648438
23.899999618530273,140.625,0.14648438
23.899999618530273,140.75,0.14648438
23.899999618530273,140.875,0.14648438
23.899999618530273,141.0,0.15260315
23.899999618530273,141.125,0.15872192
23.899999618530273,141.25,0.18319702
23.899999618530273,141.375,0.2137909
23.899999618530273,141.5,0.22601318
23.899999618530273,141.625,0.26271057
23.899999618530273,141.75,0.305542
23.899999618530273,141.875,0.34832764
23.899999618530273,142.0,0.34220886
23.899999618530273,142.125,0.3116455
23.899999618530273,142.25,0.26272583
23.899999618530273,142.375,0.21990967
23.899999618530273,142.5,0.23213196
23.899999618530273,142.625,0.2443695
23.899999618530273,142.75,0.26271057
23.899999618530273,142.875,0.2810669
23.899999618530273,143.0,0.35447693
23.899999618530273,143.125,0.5257263
23.899999618530273,143.25,0.61135864
23.899999618530273,143.375,0.6970215
23.899999618530273,143.5,0.91722107
23.899999618530273,143.625,1.2597046
23.899999618530273,143.75,1.6633911
23.899999618530273,143.875,1.8957977
23.899999618530273,144.0,1.8407288
23.899999618530273,144.125,1.6878357
23.899999618530273,144.25,1.4921112
23.899999618530273,144.375,1.3575745
23.899999618530273,144.5,1.16185
23.899999618530273,144.625,1.0395203
23.899999618530273,144.75,0.9355316
23.899999618530273,144.875,0.9355469
23.899999618530273,145.0,0.9355316
23.899999618530273,145.125,0.89271545
23.899999618530273,145.25,0.79486084
23.899999618530273,145.375,0.8132019
23.899999618530273,145.5,0.80096436
23.899999618530273,145.625,0.8437805
23.899999618530273,145.75,0.8804779
23.899999618530273,145.875,0.9477539
23.899999618530273,146.0,1.0089111
23.899999618530273,146.125,0.9783478
23.899999618530273,146.25,0.8865814
23.899999618530273,146.375,0.7642822
23.899999618530273,146.5,0.71533203
23.899999618530273,146.625,0.7336731
23.899999618530273,146.75,0.7642517
23.899999618530273,146.875,0.80708313
23.899999618530273,147.0,0.8437805
23.899999618530273,147.125,0.9966736
23.899999618530273,147.25,1.1862793
23.899999618530273,147.375,1.4064789
23.899999618530273,147.5,1.4676514
23.899999618530273,147.625,1.4309387
23.899999618530273,147.75,1.3636475
23.899999618530273,147.875,1.3453217
23.899999618530273,148.0,1.375885
23.899999618530273,148.125,1.229126
23.899999618530273,148.25,1.1190033
23.899999618530273,148.375,0.9661102
23.899999618530273,148.5,0.81933594
23.899999618530273,148.625,0.66033936
23.899999618530273,148.75,0.5319061
23.899999618530273,148.875,0.5257721
23.899999618530273,149.0,0.5807953
23.899999618530273,149.125,0.635849
23.899999618530273,149.25,0.70921326
23.899999618530273,149.375,0.64193726
23.899999618530273,149.5,0.5868988
23.899999618530273,149.625,0.45233154
23.899999618530273,149.75,0.34835815
23.899999618530273,149.875,0.31166077
24.0,120.0,0.14648438
24.0,120.125,0.14648438
24.0,120.25,0.14648438
24.0,120.375,0.15260315
24.0,120.5,0.15260315
24.0,120.625,0.14648438
24.0,120.75,0.18318176
24.0,120.875,2.3238983
24.0,121.0,17.90802
24.0,121.125,35.846832
24.0,121.25,10.36058
24.0,121.375,1.3820038
24.0,121.5,0.19543457
24.0,121.625,0.15872192
24.0,121.75,0.14648438
24.0,121.875,0.14648438
24.0,122.0,0.18318176
24.0,122.125,0.30551147
24.0,122.25,0.8376312
24.0,122.375,1.437027
24.0,122.5,2.2627258
24.0,122.625,2.9355316
24.0,122.75,3.1985168
24.0,122.875,3.3269653
24.0,123.0,3.614441
24.0,123.125,4.574692
24.0,123.25,7.204666
24.0,123.375,9.443176
24.0,123.5,9.914139
24.0,123.625,11.351471
24.0,123.75,13.88356
24.0,123.875,16.519653
24.0,124.0,19.320877
24.0,124.125,23.700104
24.0,124.25,30.244446
24.0,124.375,35.83467
24.0,124.5,43.265854
24.0,124.625,51.90193
24.0,124.75,54.59305
24.0,124.875,50.183273
24.0,125.0,44.476883
24.0,125.125,43.828537
24.0,125.25,35.583878
24.0,125.375,34.15886
24.0,125.5,35.143524
24.0,125.625,37.914185
24.0,125.75,41.15576
24.0,125.875,43.657272
24.0,126.0,45.29033
24.0,126.125,47.168
24.0,126.25,48.37903
24.0,126.375,48.544144
24.0,126.5,48.617523
24.0,126.625,48.10376
24.0,126.75,48.15883
24.0,126.875,48.281143
24.0,127.0,45.73683
24.0,127.125,43.174118
24.0,127.25,39.62062
24.0,127.375,33.69397
24.0,127.5,28.611435
24.0,127.625,24.122147
24.0,127.75,22.311707
24.0,127.875,21.076263
24.0,128.0,21.314789
24.0,128.125,19.687881
24.0,128.25,18.507431
24.0,128.375,17.155792
24.0,128.5,17.437103
24.0,128.625,20.01204
24.0,128.75,21.932526
24.0,128.875,22.483017
24.0,129.0,21.577774
24.0,129.125,20.6053
24.0,129.25,18.305618
24.0,129.375,15.773529
24.0,129.5,13.492126
24.0,129.625,11.2964325
24.0,129.75,9.761276
24.0,129.875,8.739853
24.0,130.0,7.74292
24.0,130.125,7.0334473
24.0,130.25,6.4952393
24.0,130.375,6.0670624
24.0,130.5,5.50441
24.0,130.625,5.100754
24.0,130.75,4.9295044
24.0,130.875,4.843857
24.0,131.0,4.7214966
24.0,131.125,4.6297607
24.0,131.25,4.5992126
24.0,131.375,4.4585266
24.0,131.5,4.403488
24.0,131.625,4.232254
24.0,131.75,4.0609894
24.0,131.875,3.8835907
24.0,132.0,3.700119
24.0,132.125,3.5533295
24.0,132.25,3.3575897
24.0,132.375,3.1618805
24.0,132.5,3.0579376
24.0,132.625,3.07016
24.0,132.75,3.0151062
24.0,132.875,2.9294739
24.0,133.0,2.8621826
24.0,133.125,2.7276611
24.0,133.25,2.697052
24.0,133.375,2.641983
24.0,133.5,2.5747375
24.0,133.625,2.5257874
24.0,133.75,2.5013428
24.0,133.875,2.3484497
24.0,134.0,2.22612
24.0,134.125,2.085434
24.0,134.25,1.8407745
24.0,134.375,1.6756592
24.0,134.5,1.4738312
24.0,134.625,1.357605
24.0,134.75,1.2964478
24.0,134.875,1.2719727
24.0,135.0,1.2475128
24.0,135.125,1.1985931
24.0,135.25,1.1496124
24.0,135.375,1.0028534
24.0,135.5,0.9172058
24.0,135.625,0.99668884
24.0,135.75,1.1067963
24.0,135.875,1.2719116
24.0,136.0,1.3269806
24.0,136.125,1.1373901
24.0,136.25,0.9906006
24.0,136.375,0.8682709
24.0,136.5,0.8132324
24.0,136.625,0.90493774
24.0,136.75,0.9355469
24.0,136.875,0.91719055
24.0,137.0,0.86213684
24.0,137.125,0.770401
24.0,137.25,0.6419525
24.0,137.375,0.5502167
24.0,137.5,0.5624237
24.0,137.625,0.6541748
24.0,137.75,0.81318665
24.0,137.875,0.9477539
24.0,138.0,0.97831726
24.0,138.125,0.8865814
24.0,138.25,0.71533203
24.0,138.375,0.5012512
24.0,138.5,0.30552673
24.0,138.625,0.24435425
24.0,138.75,0.21377563
24.0,138.875,0.17707825
24.0,139.0,0.15872192
24.0,139.125,0.1648407
24.0,139.25,0.17095947
24.0,139.375,0.15872192
24.0,139.5,0.15260315
24.0,139.625,0.15260315
24.0,139.75,0.14648438
24.0,139.875,0.14648438
24.0,140.0,0.15872192
24.0,140.125,0.17707825
24.0,140.25,0.14648438
24.0,140.375,0.14648438
24.0,140.5,0.14648438
24.0,140.625,0.14648438
24.0,140.75,0.14648438
24.0,140.875,0.15260315
24.0,141.0,0.17095947
24.0,141.125,0.2137909
24.0,141.25,0.25048828
24.0,141.375,0.2810669
24.0,141.5,0.28108215
24.0,141.625,0.29942322
24.0,141.75,0.31166077
24.0,141.875,0.34222412
24.0,142.0,0.34223938
24.0,142.125,0.31776428
24.0,142.25,0.29330444
24.0,142.375,0.2443695
24.0,142.5,0.29940796
24.0,142.625,0.31776428
24.0,142.75,0.38504028
24.0,142.875,0.38505554
24.0,143.0,0.44010925
24.0,143.125,0.5502014
24.0,143.25,0.65419006
24.0,143.375,0.78874207
24.0,143.5,1.0700989
24.0,143.625,1.4187164
24.0,143.75,1.6694946
24.0,143.875,1.7306213
24.0,144.0,1.651123
24.0,144.125,1.5226898
24.0,144.25,1.3942413
24.0,144.375,1.0823212
24.0,144.5,0.94166565
24.0,144.625,0.92944336
24.0,144.75,0.9477844
24.0,144.875,0.9172058
24.0,145.0,0.97839355
24.0,145.125,1.0700989
24.0,145.25,1.1495972
24.0,145.375,1.1006927
24.0,145.5,1.0945587
24.0,145.625,1.106781
24.0,145.75,1.1251373
24.0,145.875,1.2290802
24.0,146.0,1.308609
24.0,146.125,1.2596893
24.0,146.25,1.1251221
24.0,146.375,0.94163513
24.0,146.5,0.8315735
24.0,146.625,0.8070526
24.0,146.75,0.8437805
24.0,146.875,0.8865814
24.0,147.0,1.0027924
24.0,147.125,1.0822906
24.0,147.25,1.2474213
24.0,147.375,1.5471497
24.0,147.5,1.7000427
24.0,147.625,1.828476
24.0,147.75,1.8896637
24.0,147.875,1.8040161
24.0,148.0,1.7000732
24.0,148.125,1.5471497
24.0,148.25,1.4554138
24.0,148.375,1.3331299
24.0,148.5,1.2046814
24.0,148.625,1.1006775
24.0,148.75,0.8682556
24.0,148.875,0.76431274
24.0,149.0,0.6786804
24.0,149.125,0.6480713
24.0,149.25,0.72143555
24.0,149.375,0.7459259
24.0,149.5,0.69699097
24.0,149.625,0.6235962
24.0,149.75,0.47680664
24.0,149.875,0.37283325
24.100000381469727,120.0,0.14648438
24.100000381469727,120.125,0.14648438
24.100000381469727,120.25,0.14648438
24.100000381469727,120.375,0.14648438
24.100000381469727,120.5,0.15260315
24.100000381469727,120.625,0.14648438
24.100000381469727,120.75,0.14648438
24.100000381469727,120.875,2.164856
24.100000381469727,121.0,17.492096
24.100000381469727,121.125,39.039505
24.100000381469727,121.25,11.106766
24.100000381469727,121.375,0.43395996
24.100000381469727,121.5,0.17095947
24.100000381469727,121.625,0.17095947
24.100000381469727,121.75,0.14648438
24.100000381469727,121.875,0.14648438
24.100000381469727,122.0,0.18318176
24.100000381469727,122.125,0.3605652
24.100000381469727,122.25,1.1189728
24.100000381469727,122.375,1.5226593
24.100000381469727,122.5,2.3177795
24.100000381469727,122.625,3.3820038
24.100000381469727,122.75,3.6021576
24.100000381469727,122.875,3.6266327
24.100000381469727,123.0,3.6756134
24.100000381469727,123.125,4.62973
24.100000381469727,123.25,7.4370575
24.100000381469727,123.375,9.724518
24.100000381469727,123.5,10.978363
24.100000381469727,123.625,12.115952
24.100000381469727,123.75,12.972214
24.100000381469727,123.875,16.825455
24.100000381469727,124.0,22.562485
24.100000381469727,124.125,25.47992
24.100000381469727,124.25,28.219955
24.100000381469727,124.375,32.34227
24.100000381469727,124.5,38.005905
24.100000381469727,124.625,44.27501
24.100000381469727,124.75,50.470764
24.100000381469727,124.875,52.623657
24.100000381469727,125.0,49.583893
24.100000381469727,125.125,46.678726
24.100000381469727,125.25,41.216934
24.100000381469727,125.375,36.134384
24.100000381469727,125.5,36.54416
24.100000381469727,125.625,38.6053
24.100000381469727,125.75,39.742935
24.100000381469727,125.875,41.859116
24.100000381469727,126.0,42.660355
24.100000381469727,126.125,43.883575
24.100000381469727,126.25,45.045685
24.100000381469727,126.375,45.09459
24.100000381469727,126.5,44.96617
24.100000381469727,126.625,45.008987
24.100000381469727,126.75,45.345383
24.100000381469727,126.875,45.229187
24.100000381469727,127.0,42.9906
24.100000381469727,127.125,39.174103
24.100000381469727,127.25,33.8163
24.100000381469727,127.375,27.944748
24.100000381469727,127.5,24.18332
24.100000381469727,127.625,22.06099
24.100000381469727,127.75,22.372879
24.100000381469727,127.875,22.574707
24.100000381469727,128.0,23.290329
24.100000381469727,128.125,23.418732
24.100000381469727,128.25,22.53801
24.100000381469727,128.375,21.834671
24.100000381469727,128.5,23.71846
24.100000381469727,128.625,25.271988
24.100000381469727,128.75,25.846909
24.100000381469727,128.875,24.819351
24.100000381469727,129.0,23.742966
24.100000381469727,129.125,21.638931
24.100000381469727,129.25,18.336212
24.100000381469727,129.375,15.822418
24.100000381469727,129.5,13.871368
24.100000381469727,129.625,11.846863
24.100000381469727,129.75,10.256699
24.100000381469727,129.875,9.357605
24.100000381469727,130.0,8.531921
24.100000381469727,130.125,8.012039
24.100000381469727,130.25,7.5533295
24.100000381469727,130.375,7.1374054
24.100000381469727,130.5,6.703171
24.100000381469727,130.625,6.29953
24.100000381469727,130.75,5.877487
24.100000381469727,130.875,5.6695404
24.100000381469727,131.0,5.4432373
24.100000381469727,131.125,5.2352905
24.100000381469727,131.25,5.100708
24.100000381469727,131.375,4.8377075
24.100000381469727,131.5,4.690918
24.100000381469727,131.625,4.482971
24.100000381469727,131.75,4.287277
24.100000381469727,131.875,4.0854645
24.100000381469727,132.0,3.9386597
24.100000381469727,132.125,3.8163147
24.100000381469727,132.25,3.6328583
24.100000381469727,132.375,3.4432373
24.100000381469727,132.5,3.2842255
24.100000381469727,132.625,3.278122
24.100000381469727,132.75,3.2108307
24.100000381469727,132.875,3.1068573
24.100000381469727,133.0,3.033432
24.100000381469727,133.125,2.9539185
24.100000381469727,133.25,2.905014
24.100000381469727,133.375,2.849945
24.100000381469727,133.5,2.837738
24.100000381469727,133.625,2.782669
24.100000381469727,133.75,2.7092743
24.100000381469727,133.875,2.5808563
24.100000381469727,134.0,2.3667908
24.100000381469727,134.125,2.1588135
24.100000381469727,134.25,1.9080658
24.100000381469727,134.375,1.7673798
24.100000381469727,134.5,1.620575
24.100000381469727,134.625,1.4615631
24.100000381469727,134.75,1.4737701
24.100000381469727,134.875,1.4248505
24.100000381469727,135.0,1.4677124
24.100000381469727,135.125,1.4615631
24.100000381469727,135.25,1.3270111
24.100000381469727,135.375,1.1924744
24.100000381469727,135.5,1.1618347
24.100000381469727,135.625,1.2841644
24.100000381469727,135.75,1.4126282
24.100000381469727,135.875,1.49823
24.100000381469727,136.0,1.3575592
24.100000381469727,136.125,1.1006927
24.100000381469727,136.25,1.033432
24.100000381469727,136.375,1.0272827
24.100000381469727,136.5,1.0762177
24.100000381469727,136.625,1.0456543
24.100000381469727,136.75,1.0517578
24.100000381469727,136.875,0.97224426
24.100000381469727,137.0,0.8865967
24.100000381469727,137.125,0.7276001
24.100000381469727,137.25,0.5991516
24.100000381469727,137.375,0.6174927
24.100000381469727,137.5,0.72146606
24.100000381469727,137.625,0.93551636
24.100000381469727,137.75,1.0884094
24.100000381469727,137.875,1.0822906
24.100000381469727,138.0,0.97221375
24.100000381469727,138.125,0.79486084
24.100000381469727,138.25,0.60523987
24.100000381469727,138.375,0.35447693
24.100000381469727,138.5,0.2688141
24.100000381469727,138.625,0.23823547
24.100000381469727,138.75,0.19543457
24.100000381469727,138.875,0.19543457
24.100000381469727,139.0,0.20155334
24.100000381469727,139.125,0.21989441
24.100000381469727,139.25,0.20765686
24.100000381469727,139.375,0.19541931
24.100000381469727,139.5,0.18319702
24.100000381469727,139.625,0.14648438
24.100000381469727,139.75,0.14648438
24.100000381469727,139.875,0.14648438
24.100000381469727,140.0,0.1648407
24.100000381469727,140.125,0.17095947
24.100000381469727,140.25,0.14648438
24.100000381469727,140.375,0.15260315
24.100000381469727,140.5,0.1648407
24.100000381469727,140.625,0.15260315
24.100000381469727,140.75,0.1648407
24.100000381469727,140.875,0.18930054
24.100000381469727,141.0,0.21989441
24.100000381469727,141.125,0.26272583
24.100000381469727,141.25,0.30552673
24.100000381469727,141.375,0.33610535
24.100000381469727,141.5,0.31777954
24.100000381469727,141.625,0.33613586
24.100000381469727,141.75,0.34223938
24.100000381469727,141.875,0.35446167
24.100000381469727,142.0,0.36058044
24.100000381469727,142.125,0.33000183
24.100000381469727,142.25,0.31166077
24.100000381469727,142.375,0.27493286
24.100000381469727,142.5,0.34222412
24.100000381469727,142.625,0.40953064
24.100000381469727,142.75,0.53182983
24.100000381469727,142.875,0.5624237
24.100000381469727,143.0,0.5318451
24.100000381469727,143.125,0.5196228
24.100000381469727,143.25,0.6174774
24.100000381469727,143.375,0.8682251
24.100000381469727,143.5,1.1128998
24.100000381469727,143.625,1.3208618
24.100000381469727,143.75,1.4370575
24.100000381469727,143.875,1.4003906
24.100000381469727,144.0,1.4125977
24.100000381469727,144.125,1.3636932
24.100000381469727,144.25,1.1985168
24.100000381469727,144.375,0.966095
24.100000381469727,144.5,1.0089264
24.100000381469727,144.625,0.97836304
24.100000381469727,144.75,1.0639801
24.100000381469727,144.875,1.0334167
24.100000381469727,145.0,1.1435089
24.100000381469727,145.125,1.2658234
24.100000381469727,145.25,1.369812
24.100000381469727,145.375,1.4859772
24.100000381469727,145.5,1.5104828
24.100000381469727,145.625,1.4920807
24.100000381469727,145.75,1.4920807
24.100000381469727,145.875,1.5226746
24.100000381469727,146.0,1.5532684
24.100000381469727,146.125,1.5165558
24.100000381469727,146.25,1.2963867
24.100000381469727,146.375,1.0762177
24.100000381469727,146.5,0.97221375
24.100000381469727,146.625,0.87435913
24.100000381469727,146.75,0.9966583
24.100000381469727,146.875,1.0272522
24.100000381469727,147.0,1.1495972
24.100000381469727,147.125,1.3330536
24.100000381469727,147.25,1.5226593
24.100000381469727,147.375,1.7428436
24.100000381469727,147.5,2.1036987
24.100000381469727,147.625,2.3605957
24.100000381469727,147.75,2.458435
24.100000381469727,147.875,2.330017
24.100000381469727,148.0,2.1649017
24.100000381469727,148.125,1.889679
24.100000381469727,148.25,1.7184296
24.100000381469727,148.375,1.6939545
24.100000381469727,148.5,1.6022186
24.100000381469727,148.625,1.5104675
24.100000381469727,148.75,1.3697968
24.100000381469727,148.875,1.1985779
24.100000381469727,149.0,0.81933594
24.100000381469727,149.125,0.6235962
24.100000381469727,149.25,0.70310974
24.100000381469727,149.375,0.8009491
24.100000381469727,149.5,0.84988403
24.100000381469727,149.625,0.7826233
24.100000381469727,149.75,0.6602936
24.100000381469727,149.875,0.5257263
24.200000762939453,120.0,0.14648438
24.200000762939453,120.125,0.14648438
24.200000762939453,120.25,0.14648438
24.200000762939453,120.375,0.14648438
24.200000762939453,120.5,0.14648438
24.200000762939453,120.625,0.14648438
24.200000762939453,120.75,0.14648438
24.200000762939453,120.875,0.86824036
24.200000762939453,121.0,8.690857
24.200000762939453,121.125,22.305527
24.200000762939453,121.25,8.134277
24.200000762939453,121.375,0.15872192
24.200000762939453,121.5,0.17707825
24.200000762939453,121.625,0.18319702
24.200000762939453,121.75,0.15260315
24.200000762939453,121.875,0.14648438
24.200000762939453,122.0,0.18318176
24.200000762939453,122.125,0.3605652
24.200000762939453,122.25,1.2596741
24.200000762939453,122.375,1.5654755
24.200000762939453,122.5,2.1709747
24.200000762939453,122.625,3.406479
24.200000762939453,122.75,4.0486755
24.200000762939453,122.875,4.3422394
24.200000762939453,123.0,4.495163
24.200000762939453,123.125,5.8101654
24.200000762939453,123.25,8.562454
24.200000762939453,123.375,10.207718
24.200000762939453,123.5,10.984467
24.200000762939453,123.625,9.840729
24.200000762939453,123.75,10.073151
24.200000762939453,123.875,15.424805
24.200000762939453,124.0,24.060928
24.200000762939453,124.125,26.109863
24.200000762939453,124.25,28.134369
24.200000762939453,124.375,31.767395
24.200000762939453,124.5,34.9906
24.200000762939453,124.625,41.48604
24.200000762939453,124.75,45.804092
24.200000762939453,124.875,49.583893
24.200000762939453,125.0,49.846878
24.200000762939453,125.125,47.914154
24.200000762939453,125.25,43.486023
24.200000762939453,125.375,41.27809
24.200000762939453,125.5,36.837753
24.200000762939453,125.625,36.599197
24.200000762939453,125.75,37.259735
24.200000762939453,125.875,38.666473
24.200000762939453,126.0,39.712357
24.200000762939453,126.125,42.152725
24.200000762939453,126.25,42.97841
24.200000762939453,126.375,42.525803
24.200000762939453,126.5,41.895844
24.200000762939453,126.625,41.302536
24.200000762939453,126.75,41.29033
24.200000762939453,126.875,41.01509
24.200000762939453,127.0,37.846878
24.200000762939453,127.125,34.048737
24.200000762939453,127.25,29.797974
24.200000762939453,127.375,25.608368
24.200000762939453,127.5,24.262817
24.200000762939453,127.625,23.681763
24.200000762939453,127.75,24.354568
24.200000762939453,127.875,26.171036
24.200000762939453,128.0,25.98761
24.200000762939453,128.125,26.782684
24.200000762939453,128.25,27.54721
24.200000762939453,128.375,27.79184
24.200000762939453,128.5,29.461578
24.200000762939453,128.625,29.724594
24.200000762939453,128.75,27.333145
24.200000762939453,128.875,26.085464
24.200000762939453,129.0,24.593079
24.200000762939453,129.125,21.284225
24.200000762939453,129.25,18.476898
24.200000762939453,129.375,15.779602
24.200000762939453,129.5,13.14357
24.200000762939453,129.625,12.079315
24.200000762939453,129.75,11.131302
24.200000762939453,129.875,10.330063
24.200000762939453,130.0,9.749054
24.200000762939453,130.125,9.406525
24.200000762939453,130.25,9.015121
24.200000762939453,130.375,8.733749
24.200000762939453,130.5,8.409607
24.200000762939453,130.625,8.207748
24.200000762939453,130.75,7.944763
24.200000762939453,130.875,7.749054
24.200000762939453,131.0,7.4554596
24.200000762939453,131.125,7.064041
24.200000762939453,131.25,6.654251
24.200000762939453,131.375,6.2077484
24.200000762939453,131.5,5.822464
24.200000762939453,131.625,5.388199
24.200000762939453,131.75,5.027359
24.200000762939453,131.875,4.794922
24.200000762939453,132.0,4.6358795
24.200000762939453,132.125,4.4646454
24.200000762939453,132.25,4.220001
24.200000762939453,132.375,3.969223
24.200000762939453,132.5,3.8407898
24.200000762939453,132.625,3.6512146
24.200000762939453,132.75,3.473816
24.200000762939453,132.875,3.3331604
24.200000762939453,133.0,3.2536316
24.200000762939453,133.125,3.2169647
24.200000762939453,133.25,3.2292023
24.200000762939453,133.375,3.180252
24.200000762939453,133.5,3.1435394
24.200000762939453,133.625,2.9906464
24.200000762939453,133.75,2.8621979
24.200000762939453,133.875,2.654251
24.200000762939453,134.0,2.379013
24.200000762939453,134.125,2.1832733
24.200000762939453,134.25,2.0364838
24.200000762939453,134.375,1.8652191
24.200000762939453,134.5,1.7673798
24.200000762939453,134.625,1.7367859
24.200000762939453,134.75,1.8162842
24.200000762939453,134.875,1.8713531
24.200000762939453,135.0,1.9203186
24.200000762939453,135.125,1.8041077
24.200000762939453,135.25,1.706192
24.200000762939453,135.375,1.5349426
24.200000762939453,135.5,1.5838776
24.200000762939453,135.625,1.7184296
24.200000762939453,135.75,1.822403
24.200000762939453,135.875,1.7306671
24.200000762939453,136.0,1.4982605
24.200000762939453,136.125,1.4187317
24.200000762939453,136.25,1.3575745
24.200000762939453,136.375,1.2780914
24.200000762939453,136.5,1.1924438
24.200000762939453,136.625,1.1985321
24.200000762939453,136.75,1.1129456
24.200000762939453,136.875,0.9477844
24.200000762939453,137.0,0.80711365
24.200000762939453,137.125,0.64808655
24.200000762939453,137.25,0.6542053
24.200000762939453,137.375,0.7765045
24.200000762939453,137.5,0.98446655
24.200000762939453,137.625,1.3085938
24.200000762939453,137.75,1.2535553
24.200000762939453,137.875,1.0884094
24.200000762939453,138.0,0.8743439
24.200000762939453,138.125,0.69085693
24.200000762939453,138.25,0.4706726
24.200000762939453,138.375,0.29328918
24.200000762939453,138.5,0.2565918
24.200000762939453,138.625,0.2443695
24.200000762939453,138.75,0.24435425
24.200000762939453,138.875,0.26271057
24.200000762939453,139.0,0.34222412
24.200000762939453,139.125,0.34832764
24.200000762939453,139.25,0.2871704
24.200000762939453,139.375,0.21377563
24.200000762939453,139.5,0.18319702
